Cikkszám;Oldal;Modell;Beültetett Mennyiség
CH_CPFER00073A;BOT;CHSHWPCB00147F_F9_BOT;2
CH_CPFER00111A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPFER00579A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPICS02792A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPICS02990A;BOT;CHSHWPCB00147F_F9_BOT;2
CH_CPICS03143A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPICS03153A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPICS03260A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPICS03278A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPICS03280A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPICS03299A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPICS03301A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPICS03416A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPICS03440A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPIND00330A;BOT;CHSHWPCB00147F_F9_BOT;5
CH_CPIND01498A;BOT;CHSHWPCB00147F_F9_BOT;2
CH_CPIND01524A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPIND01600A;BOT;CHSHWPCB00147F_F9_BOT;8
CH_CPIND01827A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPPRO00034A;BOT;CHSHWPCB00147F_F9_BOT;4
CH_CPPRO00110A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPRES05436A;BOT;CHSHWPCB00147F_F9_BOT;2
CH_CPRES05759A;BOT;CHSHWPCB00147F_F9_BOT;32
CH_CPRES05760A;BOT;CHSHWPCB00147F_F9_BOT;9
CH_CPRES05767A;BOT;CHSHWPCB00147F_F9_BOT;2
CH_CPRES05768A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPRES05774A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPRES05782A;BOT;CHSHWPCB00147F_F9_BOT;2
CH_CPRES15632A;BOT;CHSHWPCB00147F_F9_BOT;8
CH_CPRES15689A;BOT;CHSHWPCB00147F_F9_BOT;8
CH_CPRES15803A;BOT;CHSHWPCB00147F_F9_BOT;2
CH_CPRES15844A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPRES15888A;BOT;CHSHWPCB00147F_F9_BOT;4
CH_CPRES15917A;BOT;CHSHWPCB00147F_F9_BOT;5
CH_CPRES15921A;BOT;CHSHWPCB00147F_F9_BOT;2
CH_CPRES15964A;BOT;CHSHWPCB00147F_F9_BOT;3
CH_CPRES15993A;BOT;CHSHWPCB00147F_F9_BOT;21
CH_CPRES16008A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPRES16017A;BOT;CHSHWPCB00147F_F9_BOT;3
CH_CPRES16031A;BOT;CHSHWPCB00147F_F9_BOT;38
CH_CPRES16063A;BOT;CHSHWPCB00147F_F9_BOT;5
CH_CPRES16076A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPRES16088A;BOT;CHSHWPCB00147F_F9_BOT;3
CH_CPRES16225A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPRES16349A;BOT;CHSHWPCB00147F_F9_BOT;4
CH_CPRES16372A;BOT;CHSHWPCB00147F_F9_BOT;4
CH_CPRES16409A;BOT;CHSHWPCB00147F_F9_BOT;5
CH_CPRES16442A;BOT;CHSHWPCB00147F_F9_BOT;3
CH_CPRES16535A;BOT;CHSHWPCB00147F_F9_BOT;2
CH_CPTRT00271A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPTRT00317A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPTRT00654A;BOT;CHSHWPCB00147F_F9_BOT;3
CH_CPXTA00125A;BOT;CHSHWPCB00147F_F9_BOT;1
CH_CPANT00142A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCAP02199A;TOP;CHSHWPCB00147F_F9_TOP;14
CH_CPCAP02204A;TOP;CHSHWPCB00147F_F9_TOP;4
CH_CPCAP02856A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCAP02862A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCAP03591A;TOP;CHSHWPCB00147F_F9_TOP;11
CH_CPCAP03774A;TOP;CHSHWPCB00147F_F9_TOP;5
CH_CPCAP04054A;TOP;CHSHWPCB00147F_F9_TOP;3
CH_CPCAP04057A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCAP04071A;TOP;CHSHWPCB00147F_F9_TOP;119
CH_CPCAP04075A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCAP04168A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPCAP04192A;TOP;CHSHWPCB00147F_F9_TOP;15
CH_CPCAP04728A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCAP10009A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCAP10013A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPCAP10023A;TOP;CHSHWPCB00147F_F9_TOP;9
CH_CPCAP10095A;TOP;CHSHWPCB00147F_F9_TOP;3
CH_CPCAP10445A;TOP;CHSHWPCB00147F_F9_TOP;93
CH_CPCAP10455A;TOP;CHSHWPCB00147F_F9_TOP;24
CH_CPCAP10463A;TOP;CHSHWPCB00147F_F9_TOP;11
CH_CPCAP10487A;TOP;CHSHWPCB00147F_F9_TOP;9
CH_CPCAP10537A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPCAP10555A;TOP;CHSHWPCB00147F_F9_TOP;7
CH_CPCAP10563A;TOP;CHSHWPCB00147F_F9_TOP;6
CH_CPCAP10616A;TOP;CHSHWPCB00147F_F9_TOP;7
CH_CPCAP10633A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPCAP10668A;TOP;CHSHWPCB00147F_F9_TOP;10
CH_CPCAP10674A;TOP;CHSHWPCB00147F_F9_TOP;17
CH_CPCAP10686A;TOP;CHSHWPCB00147F_F9_TOP;3
CH_CPCAP10843A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCAP10849A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPCAP10850A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCAP10856A;TOP;CHSHWPCB00147F_F9_TOP;6
CH_CPCAP10859A;TOP;CHSHWPCB00147F_F9_TOP;4
CH_CPCAP10864A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCAP10866A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPCAP11028A;TOP;CHSHWPCB00147F_F9_TOP;12
CH_CPCAP11252A;TOP;CHSHWPCB00147F_F9_TOP;6
CH_CPCAP12152A;TOP;CHSHWPCB00147F_F9_TOP;4
CH_CPCAP12166A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPCAP12189A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCAP12443A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCON01591A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCON01881A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCON02233A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCON02277A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPDIO00398A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPDIO00414A;TOP;CHSHWPCB00147F_F9_TOP;8
CH_CPDIO00572A;TOP;CHSHWPCB00147F_F9_TOP;3
CH_CPDIO00575A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPDIO00576A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPFER00017A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPFER00046A;TOP;CHSHWPCB00147F_F9_TOP;4
CH_CPFER00073A;TOP;CHSHWPCB00147F_F9_TOP;4
CH_CPFER00083A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPFER00084A;TOP;CHSHWPCB00147F_F9_TOP;3
CH_CPFER00110A;TOP;CHSHWPCB00147F_F9_TOP;8
CH_CPFER00111A;TOP;CHSHWPCB00147F_F9_TOP;5
CH_CPICS00162A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPICS02990A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPICS03188A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPICS03250A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPICS03266A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPICS03287A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPICS03289A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPICS03314A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPICS03369A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPICS03373A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPICS03374A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPICS03444A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND00321A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND00337A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND00345A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND00347A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND01097A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND01262A;TOP;CHSHWPCB00147F_F9_TOP;4
CH_CPIND01272A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND01287A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPIND01473A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND01501A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND01520A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPIND01521A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND01522A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND01648A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND01847A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPIND01958A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPPRO00034A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPRES05750A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES05752A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES05753A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES05759A;TOP;CHSHWPCB00147F_F9_TOP;34
CH_CPRES05760A;TOP;CHSHWPCB00147F_F9_TOP;7
CH_CPRES05779A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES05782A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES12456A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPRES12952A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES14559A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES14743A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPRES14829A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPRES15551A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES15651A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES15689A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES15725A;TOP;CHSHWPCB00147F_F9_TOP;20
CH_CPRES15803A;TOP;CHSHWPCB00147F_F9_TOP;20
CH_CPRES15811A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES15835A;TOP;CHSHWPCB00147F_F9_TOP;3
CH_CPRES15844A;TOP;CHSHWPCB00147F_F9_TOP;3
CH_CPRES15917A;TOP;CHSHWPCB00147F_F9_TOP;10
CH_CPRES15946A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES15993A;TOP;CHSHWPCB00147F_F9_TOP;19
CH_CPRES16002A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPRES16017A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES16021A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES16031A;TOP;CHSHWPCB00147F_F9_TOP;62
CH_CPRES16049A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES16063A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPRES16070A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES16074A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES16078A;TOP;CHSHWPCB00147F_F9_TOP;4
CH_CPRES16088A;TOP;CHSHWPCB00147F_F9_TOP;4
CH_CPRES16157A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES16163A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES16211A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES16245A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES16259A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPRES16367A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPRES16372A;TOP;CHSHWPCB00147F_F9_TOP;5
CH_CPRES16409A;TOP;CHSHWPCB00147F_F9_TOP;11
CH_CPRES16535A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPTRT00133A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPTRT00317A;TOP;CHSHWPCB00147F_F9_TOP;2
CH_CPTRT00654A;TOP;CHSHWPCB00147F_F9_TOP;5
CH_CPXOS00125A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPXTA00122A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPXTA00125A;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPXTA00131A;TOP;CHSHWPCB00147F_F9_TOP;1
CHS00147F_F1_FP;TOP;CHSHWPCB00147F_F9_TOP;1
EDE000N00;TOP;CHSHWPCB00147F_F9_TOP;1
CH_CPCAP03591A;BOT;CHSHWPCB00147H_A9_BOT;5
CH_CPCAP03774A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPCAP04061A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPCAP10009A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPCAP10014A;BOT;CHSHWPCB00147H_A9_BOT;4
CH_CPCAP10023A;BOT;CHSHWPCB00147H_A9_BOT;11
CH_CPCAP10104A;BOT;CHSHWPCB00147H_A9_BOT;4
CH_CPCAP10445A;BOT;CHSHWPCB00147H_A9_BOT;21
CH_CPCAP10447A;BOT;CHSHWPCB00147H_A9_BOT;4
CH_CPCAP10455A;BOT;CHSHWPCB00147H_A9_BOT;25
CH_CPCAP10472A;BOT;CHSHWPCB00147H_A9_BOT;8
CH_CPCAP10487A;BOT;CHSHWPCB00147H_A9_BOT;19
CH_CPCAP10555A;BOT;CHSHWPCB00147H_A9_BOT;4
CH_CPCAP10563A;BOT;CHSHWPCB00147H_A9_BOT;3
CH_CPCAP10633A;BOT;CHSHWPCB00147H_A9_BOT;3
CH_CPCAP10850A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPCAP10866A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPCAP10869A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPCAP11028A;BOT;CHSHWPCB00147H_A9_BOT;5
CH_CPCAP12152A;BOT;CHSHWPCB00147H_A9_BOT;4
CH_CPCAP12156A;BOT;CHSHWPCB00147H_A9_BOT;5
CH_CPCAP12166A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPCAP12214A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPCAP12222A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPCON02252A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPCON02364A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPDIO00098A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPDIO00398A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPDIO00414A;BOT;CHSHWPCB00147H_A9_BOT;6
CH_CPDIO00506A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPDIO00638A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPFER00017A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPFER00046A;BOT;CHSHWPCB00147H_A9_BOT;3
CH_CPFER00073A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPFER00579A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPICS02792A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPICS02990A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPICS03143A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPICS03153A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPICS03260A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPICS03278A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPICS03280A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPICS03299A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPICS03301A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPICS03440A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPIND00263A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPIND01498A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPIND01524A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPIND01600A;BOT;CHSHWPCB00147H_A9_BOT;8
CH_CPIND01827A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPPRO00110A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPPRO00147A;BOT;CHSHWPCB00147H_A9_BOT;4
CH_CPRES05436A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPRES05759A;BOT;CHSHWPCB00147H_A9_BOT;37
CH_CPRES05760A;BOT;CHSHWPCB00147H_A9_BOT;10
CH_CPRES05767A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPRES05768A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPRES05774A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPRES05782A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPRES15632A;BOT;CHSHWPCB00147H_A9_BOT;8
CH_CPRES15689A;BOT;CHSHWPCB00147H_A9_BOT;8
CH_CPRES15803A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPRES15844A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPRES15888A;BOT;CHSHWPCB00147H_A9_BOT;4
CH_CPRES15917A;BOT;CHSHWPCB00147H_A9_BOT;5
CH_CPRES15921A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPRES15964A;BOT;CHSHWPCB00147H_A9_BOT;3
CH_CPRES15993A;BOT;CHSHWPCB00147H_A9_BOT;21
CH_CPRES16008A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPRES16017A;BOT;CHSHWPCB00147H_A9_BOT;3
CH_CPRES16031A;BOT;CHSHWPCB00147H_A9_BOT;40
CH_CPRES16063A;BOT;CHSHWPCB00147H_A9_BOT;5
CH_CPRES16076A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPRES16088A;BOT;CHSHWPCB00147H_A9_BOT;3
CH_CPRES16225A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPRES16349A;BOT;CHSHWPCB00147H_A9_BOT;4
CH_CPRES16372A;BOT;CHSHWPCB00147H_A9_BOT;4
CH_CPRES16409A;BOT;CHSHWPCB00147H_A9_BOT;5
CH_CPRES16442A;BOT;CHSHWPCB00147H_A9_BOT;3
CH_CPRES16535A;BOT;CHSHWPCB00147H_A9_BOT;2
CH_CPTRT00271A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPTRT00317A;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPTRT00654A;BOT;CHSHWPCB00147H_A9_BOT;3
CH_CPXTA00125A;BOT;CHSHWPCB00147H_A9_BOT;1
CHS00147H_F2_AP;BOT;CHSHWPCB00147H_A9_BOT;1
ICS5NDQVU-AA;BOT;CHSHWPCB00147H_A9_BOT;1
CH_CPANT00142A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP02199A;TOP;CHSHWPCB00147H_A9_TOP;14
CH_CPCAP02204A;TOP;CHSHWPCB00147H_A9_TOP;4
CH_CPCAP02856A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP02862A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP03591A;TOP;CHSHWPCB00147H_A9_TOP;11
CH_CPCAP03774A;TOP;CHSHWPCB00147H_A9_TOP;5
CH_CPCAP04054A;TOP;CHSHWPCB00147H_A9_TOP;3
CH_CPCAP04057A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP04071A;TOP;CHSHWPCB00147H_A9_TOP;119
CH_CPCAP04075A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP04168A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPCAP04192A;TOP;CHSHWPCB00147H_A9_TOP;15
CH_CPCAP04586A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP04650A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP04673A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP04716A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPCAP04728A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP04737A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP10009A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP10013A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPCAP10023A;TOP;CHSHWPCB00147H_A9_TOP;9
CH_CPCAP10095A;TOP;CHSHWPCB00147H_A9_TOP;3
CH_CPCAP10445A;TOP;CHSHWPCB00147H_A9_TOP;93
CH_CPCAP10455A;TOP;CHSHWPCB00147H_A9_TOP;24
CH_CPCAP10463A;TOP;CHSHWPCB00147H_A9_TOP;11
CH_CPCAP10487A;TOP;CHSHWPCB00147H_A9_TOP;9
CH_CPCAP10537A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPCAP10555A;TOP;CHSHWPCB00147H_A9_TOP;7
CH_CPCAP10563A;TOP;CHSHWPCB00147H_A9_TOP;6
CH_CPCAP10616A;TOP;CHSHWPCB00147H_A9_TOP;7
CH_CPCAP10633A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPCAP10668A;TOP;CHSHWPCB00147H_A9_TOP;10
CH_CPCAP10674A;TOP;CHSHWPCB00147H_A9_TOP;17
CH_CPCAP10686A;TOP;CHSHWPCB00147H_A9_TOP;3
CH_CPCAP10843A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP10849A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPCAP10850A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP10856A;TOP;CHSHWPCB00147H_A9_TOP;6
CH_CPCAP10859A;TOP;CHSHWPCB00147H_A9_TOP;4
CH_CPCAP10864A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP10866A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPCAP11028A;TOP;CHSHWPCB00147H_A9_TOP;12
CH_CPCAP11252A;TOP;CHSHWPCB00147H_A9_TOP;6
CH_CPCAP12152A;TOP;CHSHWPCB00147H_A9_TOP;4
CH_CPCAP12166A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPCAP12189A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCAP12443A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCON01591A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCON01881A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCON02233A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPCON02277A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPDIO00398A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPDIO00414A;TOP;CHSHWPCB00147H_A9_TOP;8
CH_CPDIO00572A;TOP;CHSHWPCB00147H_A9_TOP;3
CH_CPDIO00575A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPDIO00576A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPFER00017A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPFER00046A;TOP;CHSHWPCB00147H_A9_TOP;4
CH_CPFER00073A;TOP;CHSHWPCB00147H_A9_TOP;4
CH_CPFER00083A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPFER00084A;TOP;CHSHWPCB00147H_A9_TOP;3
CH_CPFER00110A;TOP;CHSHWPCB00147H_A9_TOP;8
CH_CPFER00111A;TOP;CHSHWPCB00147H_A9_TOP;5
CH_CPICS00162A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPICS02990A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPICS03188A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPICS03250A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPICS03266A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPICS03287A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPICS03289A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPICS03314A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPICS03369A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPICS03373A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPICS03374A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPICS03444A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND00321A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND00337A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND00345A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND00347A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND01097A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND01262A;TOP;CHSHWPCB00147H_A9_TOP;4
CH_CPIND01272A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND01287A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPIND01473A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND01501A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND01520A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPIND01521A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND01522A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND01648A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND01847A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPIND01958A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPPRO00147A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPRES05750A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPRES05752A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPRES05759A;TOP;CHSHWPCB00147H_A9_TOP;34
CH_CPRES05760A;TOP;CHSHWPCB00147H_A9_TOP;7
CH_CPRES05779A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPRES05782A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPRES05825A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPRES12456A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPRES12952A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPRES14559A;TOP;CHSHWPCB00147H_A9_TOP;1
CH_CPRES14829A;TOP;CHSHWPCB00147H_A9_TOP;2
CH_CPRES15551A;TOP;CHSHWPCB00147H_A9_TOP;1
